Sr. No.,Symbol,Company Name,"Market capitalization as on March 28, 2024
(In lakhs)"
1746,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,"18,293.40"
1747,MAHESHWARI,Maheshwari Logistics Limited,"18,217.08"
1748,SHIVATEX,Shiva Texyarn Limited,"18,199.65"
1749,SIGIND,Signet Industries Limited,"18,192.07"
1750,DHRUV,Dhruv Consultancy Services Limited,"18,022.46"
1751,SECL,Salasar Exteriors and Contour Limited,"18,015.96"
1752,NITIRAJ,Nitiraj Engineers Limited,"17,780.36"
1753,INVENTURE,Inventure Growth & Securities Limited,"17,640.00"
1754,ATAM,Atam Valves Limited,"17,636.26"
1755,SPECTSTM,Spectrum Talent Management Limited,"17,631.58"
1756,AARVI,Aarvi Encon Limited,"17,622.53"
1757,WEIZMANIND,Weizmann Limited,"17,579.72"
1758,SALSTEEL,S.A.L. Steel Limited,"17,545.62"
1759,ALPA,Alpa Laboratories Limited,"17,516.30"
1760,GVPTECH,GVP Infotech Limited,"17,507.62"
1761,SHREEOSFM,Shree OSFM E-Mobility Limited,"17,469.33"
1762,SONAMAC,Sona Machinery Limited,"17,443.20"
1763,GLOBALVECT,Global Vectra Helicorp Limited,"17,262.00"
1764,MANAKALUCO,Manaksia Aluminium Company Limited,"17,235.46"
1765,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,"17,209.06"
1766,BLBLIMITED,BLB Limited,"17,181.21"
1767,EROSMEDIA,Eros International Media Limited,"17,120.67"
1768,SUPREMEINF,Supreme Infrastructure India Limited,"17,089.42"
1769,SMARTLINK,Smartlink Holdings Limited,"17,042.29"
1770,VITAL,Vital Chemtech Limited,"17,005.28"
1771,VISESHINFO,Visesh Infotecnics Limited,"16,984.96"
1772,CADSYS,Cadsys (India) Limited,"16,948.15"
1773,XELPMOC,Xelpmoc Design And Tech Limited,"16,903.13"
1774,SWASTIK,Swastik Pipe Limited,"16,819.58"
1775,PRAENG,Prajay Engineers Syndicate Limited,"16,819.56"
1776,MUKTAARTS,Mukta Arts Limited,"16,803.39"
1777,PARIN,Parin Furniture Limited,"16,732.59"
1778,VIVIANA,Viviana Power Tech Limited,"16,716.00"
1779,UMANGDAIRY,Umang Dairies Limited,"16,601.41"
1780,BSL,BSL Limited,"16,549.81"
1781,MAHASTEEL,Mahamaya Steel Industries Limited,"16,541.22"
1782,ARCHIDPLY,Archidply Industries Limited,"16,458.15"
1783,CTE,Cambridge Technology Enterprises Limited,"16,382.08"
1784,ARSHIYA,Arshiya Limited,"16,335.51"
1785,AARTECH,Aartech Solonics Limited,"16,324.68"
1786,SALONA,Salona Cotspin Limited,"16,308.18"
1787,LOVABLE,Lovable Lingerie Limited,"16,280.00"
1788,CANARYS,Canarys Automations Limited,"16,265.24"
1789,BAWEJA,Baweja Studios Limited,"16,261.83"
1790,URBAN,Urban Enviro Waste Management Limited,"16,194.20"
1791,BAGFILMS,B.A.G Films and Media Limited,"16,116.44"
1792,ISFT,Intrasoft Technologies Limited,"16,109.09"
1793,KLL,Kaushalya Logistics Limited,"16,093.31"
1794,GREENCHEF,Greenchef Appliances Limited,"16,057.57"
1795,IVP,IVP Limited,"15,964.40"
1796,WORTH,Worth Peripherals Limited,"15,892.76"
1797,SONAMLTD,SONAM LIMITED,"15,882.70"
1798,SUMIT,Sumit Woods Limited,"15,859.38"
1799,TIRUPATIFL,Tirupati Forge Limited,"15,827.00"
1800,EMMBI,Emmbi Industries Limited,"15,815.08"
1801,ARVEE,Arvee Laboratories (India) Limited,"15,802.68"
1802,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,"15,791.65"
1803,UNIVASTU,Univastu India Limited,"15,791.11"
1804,LLOYDS,Lloyds Luxuries Limited,"15,750.00"
1805,SURANASOL,Surana Solar Limited,"15,721.51"
1806,SOMICONVEY,Somi Conveyor Beltings Limited,"15,678.72"
1807,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,"15,625.45"
1808,SHIGAN,Shigan Quantum Technologies Limited,"15,579.48"
1809,BHARATGEAR,Bharat Gears Limited,"15,554.67"
1810,ONDOOR,On Door Concepts Limited,"15,539.33"
1811,OILCOUNTUB,Oil Country Tubular Limited,"15,479.19"
1812,SPLIL,SPL Industries Limited,"15,457.00"
1813,CAPTRUST,Capital Trust Limited,"15,445.18"
1814,FIDEL,Fidel Softech Limited,"15,407.50"
1815,MDL,Marvel Decor Limited,"15,336.13"
1816,3RDROCK,3rd Rock Multimedia Limited,"15,316.15"
1817,VEEKAYEM,Veekayem Fashion and Apparels Limited,"15,312.15"
1818,DYNAMIC,Dynamic Services & Security Limited,"15,292.64"
1819,GILLANDERS,Gillanders Arbuthnot & Company Limited,"15,185.08"
1820,CENTEXT,Century Extrusions Limited,"15,160.00"
1821,SHRITECH,Shri Techtex Limited,"15,144.65"
1822,TOTAL,Total Transport Systems Limited,"15,143.23"
1823,MITCON,MITCON Consultancy & Engineering Services Limited,"15,113.24"
1824,ARHAM,Arham Technologies Limited,"15,101.10"
1825,TOUCHWOOD,Touchwood Entertainment Limited,"15,037.25"
1826,JOCIL,Jocil Limited,"15,013.58"
1827,VAISHALI,Vaishali Pharma Limited,"15,012.26"
1828,FCONSUMER,Future Consumer Limited,"14,977.76"
1829,DIGIDRIVE,Digidrive Distributors Limited,"14,962.02"
1830,KEL,Kundan Edifice Limited,"14,961.17"
1831,CORALFINAC,Coral India Finance & Housing Limited,"14,911.82"
1832,ACCURACY,Accuracy Shipping Limited,"14,905.44"
1833,KALYANIFRG,Kalyani Forge Limited,"14,850.32"
1834,NIRAJ,Niraj Cement Structurals Limited,"14,837.38"
1835,SRIVASAVI,Srivasavi Adhesive Tapes Limited,"14,812.00"
1836,IPSL,Integrated Personnel Services Limited,"14,755.33"
1837,GTL,GTL Limited,"14,707.25"
1838,RELCHEMQ,Reliance Chemotex Industries Limited,"14,638.28"
1839,INDIANCARD,Indian Card Clothing Company Limited,"14,609.21"
1840,MANGALAM,Mangalam Drugs And Organics Limited,"14,577.82"
1841,PALREDTEC,Palred Technologies Limited,"14,544.52"
1842,SIL,Standard Industries Limited,"14,538.34"
1843,LEMERITE,Le Merite Exports Limited,"14,464.30"
1844,BALPHARMA,Bal Pharma Limited,"14,413.59"
1845,KOHINOOR,Kohinoor Foods Limited,"14,365.22"
1846,AKANKSHA,Akanksha Power and Infrastructure Limited,"14,342.59"
1847,RHFL,Reliance Home Finance Limited,"14,294.39"
1848,LAMBODHARA,Lambodhara Textiles Limited,"14,248.44"
1849,CUBEXTUB,Cubex Tubings Limited,"14,218.74"
1850,GOLDKART,Goldkart Jewels Limited,"14,217.19"
1851,AHLADA,Ahlada Engineers Limited,"14,142.03"
1852,BEARDSELL,Beardsell Limited,"14,019.85"
1853,IL&FSTRANS,IL&FS Transportation Networks Limited,"13,980.80"
1854,HPIL,Hindprakash Industries Limited,"13,931.82"
1855,PANSARI,Pansari Developers Limited,"13,922.55"
1856,AMJLAND,Amj Land Holdings Limited,"13,878.50"
1857,NOIDATOLL,Noida Toll Bridge Company Limited,"13,871.53"
1858,DBSTOCKBRO,DB (International) Stock Brokers Limited,"13,825.00"
1859,HOMESFY,Homesfy Realty Limited,"13,748.40"
1860,S&SPOWER,S&S Power Switchgears Limited,"13,714.40"
1861,GRCL,Gayatri Rubbers And Chemicals Limited,"13,662.18"
1862,PULZ,Pulz Electronics Limited,"13,630.00"
1863,AKI,AKI India Limited,"13,453.03"
1864,AGRITECH,Agri-Tech (India) Limited,"13,448.16"
1865,DCM,DCM  Limited,"13,447.98"
1866,PRAKASHSTL,Prakash Steelage Limited,"13,387.53"
1867,SOTAC,Sotac Pharmaceuticals Limited,"13,370.50"
1868,SHRADHA,Shradha Infraprojects Limited,"13,303.85"
1869,MADHUSUDAN,Madhusudan Masala Limited,"13,287.00"
1870,JAINAM,Jainam Ferro Alloys (I) Limited,"13,285.99"
1871,FONEBOX,Fonebox Retail Limited,"13,271.31"
1872,SUNDARAM,Sundaram Multi Pap Limited,"13,268.58"
1873,MRO-TEK,MRO-TEK Realty Limited,"13,266.07"
1874,KREBSBIO,Krebs Biochemicals and Industries Limited,"13,248.98"
1875,KHFM,Khfm Hospitality And Facility Management Services Limited,"13,227.39"
1876,PASHUPATI,Pashupati Cotspin Limited,"13,174.81"
1877,DUCOL,Ducol Organics And Colours Limited,"13,100.54"
1878,AKSHOPTFBR,Aksh Optifibre Limited,"13,097.19"
1879,WIPL,The Western India Plywoods Limited,"12,985.63"
1880,PATINTLOG,Patel Integrated Logistics Limited,"12,949.44"
1881,IBLFL,IBL Finance Limited,"12,859.94"
1882,VR,V R Infraspace Limited,"12,756.12"
1883,GICL,Globe International Carriers Limited,"12,708.95"
1884,JHS,JHS Svendgaard Laboratories Limited,"12,661.08"
1885,FLEXITUFF,Flexituff Ventures International Limited,"12,567.71"
1886,AUSOMENT,Ausom Enterprise Limited,"12,547.29"
1887,DANGEE,Dangee Dums Limited,"12,471.98"
1888,DGCONTENT,Digicontent Limited,"12,452.03"
1889,ARTNIRMAN,Art Nirman Limited,"12,428.09"
1890,SHAH,Shah Metacorp Limited,"12,362.82"
1891,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,"12,361.92"
1892,SURYALAXMI,Suryalakshmi Cotton Mills Limited,"12,289.26"
1893,BVCL,Barak Valley Cements Limited,"12,143.68"
1894,GOYALALUM,Goyal Aluminiums Limited,"12,132.29"
1895,TRANSTEEL,Transteel Seating Technologies Limited,"12,117.20"
1896,BHANDARI,Bhandari Hosiery Exports Limited,"12,094.42"
1897,PARTYCRUS,Party Cruisers Limited,"12,046.83"
1898,MOTOGENFIN,The Motor & General Finance Limited,"11,811.79"
1899,PALASHSECU,Palash Securities Limited,"11,808.66"
1900,ANIKINDS,Anik Industries Limited,"11,781.35"
1901,SHAHALLOYS,Shah Alloys Limited,"11,759.74"
1902,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,"11,672.06"
1903,SUVIDHAA,Suvidhaa Infoserve Limited,"11,617.13"
1904,LOTUSEYE,Lotus Eye Hospital and Institute Limited,"11,573.16"
1905,GANGESSECU,Ganges Securities Limited,"11,484.23"
1906,AGNI,Agni Green Power Limited,"11,466.93"
1907,SIKKO,Sikko Industries Limited,"11,356.80"
1908,AMDIND,AMD Industries Limited,"11,250.88"
1909,STEELCITY,Steel City Securities Limited,"11,217.02"
1910,TPHQ,Teamo Productions HQ Limited,"11,195.85"
1911,GLOBE,Globe Textiles (India) Limited,"11,184.47"
1912,FRETAIL,Future Retail Limited,"11,116.82"
1913,SOMATEX,Soma Textiles & Industries Limited,"11,099.09"
1914,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,"11,080.41"
1915,QUICKTOUCH,Quicktouch Technologies Limited,"11,028.24"
1916,LASA,Lasa Supergenerics Limited,"11,022.27"
1917,ZENITHDRUG,Zenith Drugs Limited,"10,752.30"
1918,ZENITHSTL,Zenith Steel Pipes & Industries Limited,"10,671.03"
1919,LPDC,Landmark Property Development Company Limited,"10,664.38"
1920,NIRMAN,Nirman Agri Genetics Limited,"10,595.32"
1921,NAGREEKEXP,Nagreeka Exports Limited,"10,593.50"
1922,AVROIND,AVRO INDIA LIMITED,"10,571.60"
1923,ALKALI,Alkali Metals Limited,"10,523.62"
1924,AAATECH,AAA Technologies Limited,"10,505.15"
1925,CINEVISTA,Cinevista Limited,"10,482.16"
1926,ENERGYDEV,Energy Development Company Limited,"10,450.00"
1927,ATALREAL,Atal Realtech Limited,"10,435.41"
1928,GROBTEA,The Grob Tea Company Limited,"10,226.18"
1929,SIMBHALS,Simbhaoli Sugars Limited,"10,216.56"
1930,GLOBALPET,Global Pet Industries Limited,"10,129.97"
1931,BANKA,Banka BioLoo Limited,"10,119.86"
1932,PIONEEREMB,Pioneer Embroideries Limited,"10,112.70"
1933,KEYFINSERV,Keynote Financial Services Limited,"10,109.92"
1934,PKTEA,The Peria Karamalai Tea & Produce Company Limited,"10,103.40"
1935,DELTAMAGNT,Delta Manufacturing Limited,"10,096.97"
1936,ARCHIES,Archies Limited,"10,015.77"
1937,MAHICKRA,Mahickra Chemicals Limited,"9,953.71"
1938,OBCL,Orissa Bengal Carrier Limited,"9,951.08"
1939,SAIFL,Sameera Agro And Infra Limited,"9,908.95"
1940,INDSWFTLTD,Ind-Swift Limited,"9,885.05"
1941,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,"9,861.92"
1942,VINNY,Vinny Overseas Limited,"9,770.18"
1943,SAMBHAAV,Sambhaav Media Limited,"9,746.65"
1944,DAMODARIND,Damodar Industries Limited,"9,716.10"
1945,GANGAFORGE,Ganga Forging Limited,"9,653.90"
1946,MHHL,Mohini Health & Hygiene Limited,"9,628.56"
1947,VASWANI,Vaswani Industries Limited,"9,450.00"
1948,HISARMETAL,Hisar Metal Industries Limited,"9,382.50"
1949,PARASPETRO,Paras Petrofils Limited,"9,358.19"
1950,SECMARK,SecMark Consultancy Limited,"9,354.29"
1951,CELEBRITY,Celebrity Fashions Limited,"9,324.33"
1952,PRESSTONIC,Presstonic Engineering Limited,"9,302.93"
1953,SYNOPTICS,Synoptics Technologies Limited,"9,298.32"
1954,YAARI,Yaari Digital Integrated Services Limited,"9,290.91"
1955,AAKASH,Aakash Exploration Services Limited,"9,264.38"
1956,REGENCERAM,Regency Ceramics Limited,"9,254.56"
1957,TOKYOPLAST,Tokyo Plast International Limited,"9,216.36"
1958,ZENITHEXPO,Zenith Exports Limited,"9,187.12"
1959,MOKSH,Moksh Ornaments Limited,"9,149.04"
1960,DOLLEX,Dollex Agrotech Limited,"9,138.29"
1961,ARABIAN,Arabian Petroleum Limited,"9,122.05"
1962,TREEHOUSE,Tree House Education & Accessories Limited,"9,117.96"
1963,DEEM,Deem Roll Tech Limited,"9,116.81"
1964,ARIHANTACA,Arihant Academy Limited,"9,082.80"
1965,ASTRON,Astron Paper & Board Mill Limited,"8,951.25"
1966,PANACHE,Panache Digilife Limited,"8,922.00"
1967,PRITIKA,Pritika Engineering Components Limited,"8,898.20"
1968,SAMPANN,Sampann Utpadan India Limited,"8,832.68"
1969,ENFUSE,Enfuse Solutions Limited,"8,763.55"
1970,MCL,Madhav Copper Limited,"8,739.98"
1971,FIBERWEB,Fiberweb (India) Limited,"8,738.28"
1972,PROLIFE,Prolife Industries Limited,"8,673.31"
1973,PRECISION,Precision Metaliks Limited,"8,584.79"
1974,BABAFP,Baba Food Processing (India) Limited,"8,555.04"
1975,AUROIMPEX,Auro Impex  & Chemicals Limited,"8,442.95"
1976,PRAMARA,Pramara Promotions Limited,"8,411.59"
1977,PENTAGON,Pentagon Rubber Limited,"8,403.90"
1978,MAL,Mangalam Alloys Limited,"8,356.19"
1979,PIGL,Power & Instrumentation (Gujarat) Limited,"8,337.41"
1980,RCDL,Rajgor Castor Derivatives Limited,"8,310.76"
1981,MBECL,Mcnally Bharat Engineering Company Limited,"8,263.28"
1982,SETCO,Setco Automotive Limited,"8,226.69"
1983,HOLMARC,Holmarc Opto-Mechatronics Limited,"8,100.30"
1984,TIMESGTY,Times Guaranty Limited,"8,093.83"
1985,MAITREYA,Maitreya Medicare Limited,"8,063.44"
1986,NIBL,NRB Industrial Bearings Limited,"8,056.69"
1987,SIGNORIA,Signoria Creation Limited,"8,000.58"
1988,KARMAENG,Karma Energy Limited,"7,977.46"
1989,AVSL,AVSL Industries Limited,"7,943.37"
1990,VELS,Vels Film International Limited,"7,906.15"
1991,LATTEYS,Latteys Industries Limited,"7,848.18"
1992,PNC,Pritish Nandy Communications Limited,"7,833.88"
1993,MONOPHARMA,Mono Pharmacare Limited,"7,791.84"
1994,VERTEXPLUS,Vertexplus Technologies Limited,"7,767.33"
1995,MVKAGRO,M.V.K. Agro Food Product Limited,"7,752.75"
1996,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,"7,653.25"
1997,DIL,Debock Industries Limited,"7,641.53"
1998,BALKRISHNA,Balkrishna Paper Mills Limited,"7,619.92"
1999,MARCO,Marco Cables & Conductors Limited,"7,582.44"
2000,ORIENTLTD,Orient Press Limited,"7,570.00"
2001,RILINFRA,Rachana Infrastructure Limited,"7,507.12"
2002,SPYL,Shekhawati Poly-Yarn Limited,"7,411.05"
2003,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,"7,382.00"
2004,YUDIZ,Yudiz Solutions Limited,"7,362.87"
2005,AGROPHOS,Agro Phos India Limited,"7,339.23"
2006,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,"7,324.93"
2007,MCON,Mcon Rasayan India Limited,"7,306.05"
2008,AMBANIORG,Ambani Organics Limited,"7,281.01"
2009,AISL,ANI Integrated Services Limited,"7,265.40"
2010,CPS,C P S Shapers Limited,"7,245.00"
2011,HOVS,HOV Services Limited,"7,242.11"
2012,KANANIIND,Kanani Industries Limited,"7,222.18"
2013,SHIVAMILLS,Shiva Mills Limited,"7,151.10"
2014,PRUDMOULI,Prudential Sugar Corporation Limited,"7,111.57"
2015,SCML,Sharp Chucks and Machines Limited,"7,074.56"
2016,AATMAJ,Aatmaj Healthcare Limited,"7,062.50"
2017,KTL,Kalahridhaan Trendz Limited,"7,055.26"
2018,CEREBRAINT,Cerebra Integrated Technologies Limited,"7,055.15"
2019,EXCEL,Excel Realty N Infra Limited,"7,053.48"
2020,SHEETAL,Sheetal Universal Limited,"7,005.34"
2021,GRAPHISAD,Graphisads Limited,"6,954.21"
2022,HECPROJECT,HEC Infra Projects Limited,"6,899.02"
2023,SECURCRED,SecUR Credentials Limited,"6,878.01"
2024,AROGRANITE,Aro Granite Industries Limited,"6,869.70"
2025,MADHUCON,Madhucon Projects Limited,"6,826.03"
2026,WEWIN,WE WIN LIMITED,"6,802.79"
2027,KKVAPOW,KKV Agro Powers Limited,"6,802.50"
2028,RELIABLE,Reliable Data Services Limited,"6,764.76"
2029,AKSHAR,Akshar Spintex Limited,"6,749.73"
2030,DHTL,Docmode Health Technologies Limited,"6,716.16"
2031,PERFECT,Perfect Infraengineers Limited,"6,647.46"
2032,MILTON,Milton Industries Limited,"6,619.55"
2033,GOLDENTOBC,Golden Tobacco Limited,"6,612.11"
2034,LEXUS,Lexus Granito (India) Limited,"6,572.08"
2035,MAGSON,Magson Retail And Distribution Limited,"6,476.25"
2036,SERVICE,Service Care Limited,"6,439.16"
2037,ROML,Raj Oil Mills Limited,"6,437.64"
2038,NGIL,Nakoda Group of Industries Limited,"6,381.66"
2039,CLSL,Crop Life Science Limited,"6,307.52"
2040,OMFURN,Omfurn India Limited,"6,261.59"
2041,VIAZ,Viaz Tyres Limited,"6,248.01"
2042,TRIDHYA,Tridhya Tech Limited,"6,241.18"
2043,BANG,Bang Overseas Limited,"6,224.04"
2044,MORARJEE,Morarjee Textiles Limited,"6,212.83"
2045,MANUGRAPH,Manugraph India Limited,"6,189.46"
2046,MALUPAPER,Malu Paper Mills Limited,"6,183.98"
2047,UCL,Ushanti Colour Chem Limited,"6,148.13"
2048,SIDDHIKA,Siddhika Coatings Limited,"6,132.66"
2049,JAIPURKURT,Nandani Creation Limited,"6,069.27"
2050,SPTL,Sintex Plastics Technology Limited,"6,043.37"
2051,CELLPOINT,Cell Point (India) Limited,"6,007.42"
2052,MICROPRO,Micropro Software Solutions Limited,"5,991.45"
2053,COMMITTED,Committed Cargo Care Limited,"5,918.26"
2054,HBSL,HB Stockholdings Limited,"5,885.00"
2055,BANARBEADS,Banaras Beads Limited,"5,876.37"
2056,SANGANI,Sangani Hospitals Limited,"5,855.22"
2057,BDR,BDR Buildcon Limited,"5,824.34"
2058,JETFREIGHT,Jet Freight Logistics Limited,"5,777.27"
2059,MARSHALL,Marshall Machines Limited,"5,736.29"
2060,ABMINTLLTD,ABM International Limited,"5,724.77"
2061,TERASOFT,Tera Software Limited,"5,692.90"
2062,AKG,Akg Exim Limited,"5,688.01"
2063,PEARLPOLY,Pearl Polymers Limited,"5,656.54"
2064,PODDARHOUS,Poddar Housing and Development Limited,"5,627.02"
2065,SHANTHALA,Shanthala FMCG Products Limited,"5,626.37"
2066,AARVEEDEN,Aarvee Denims & Exports Limited,"5,595.16"
2067,REXPIPES,Rex Pipes And Cables Industries Limited,"5,547.15"
2068,JETKNIT,Jet Knitwears Limited,"5,512.32"
2069,ENSER,Enser Communications Limited,"5,508.55"
2070,SHRENIK,Shrenik Limited,"5,508.00"
2071,DNAMEDIA,Diligent Media Corporation Limited,"5,473.42"
2072,MASTER,Master Components Limited,"5,460.00"
2073,ACSAL,Arvind and Company Shipping Agencies Limited,"5,443.80"
2074,SILGO,Silgo Retail Limited,"5,443.10"
2075,AKASH,Akash Infra-Projects Limited,"5,277.97"
2076,SEYAIND,Seya Industries Limited,"5,194.54"
2077,AJOONI,Ajooni Biotech Limited,"5,169.21"
2078,TFL,Transwarranty Finance Limited,"5,131.83"
2079,TAPIFRUIT,Tapi Fruit Processing Limited,"5,128.49"
2080,LFIC,Lakshmi Finance & Industrial Corporation Limited,"5,107.50"
2081,WOMANCART,Womancart Limited,"5,070.64"
2082,ASLIND,ASL Industries Limited,"5,052.29"
2083,TIMESCAN,Timescan Logistics (India) Limited,"5,043.59"
2084,ANKITMETAL,Ankit Metal & Power Limited,"5,009.42"
2085,ICDSLTD,ICDS Limited,"5,008.77"
2086,YCCL,Yasons Chemex Care Limited,"4,980.41"
2087,UMA,Uma Converter Limited,"4,946.93"
2088,WALPAR,Walpar Nutritions Limited,"4,941.72"
2089,SONUINFRA,Sonu Infratech Limited,"4,937.65"
2090,SEL,Sungarner Energies Limited,"4,931.98"
2091,LIBAS,Libas Consumer Products Limited,"4,926.44"
2092,3PLAND,3P Land Holdings Limited,"4,860.00"
2093,BURNPUR,Burnpur Cement Limited,"4,822.96"
2094,SITINET,Siti Networks Limited,"4,796.30"
2095,RKDL,Ravi Kumar Distilleries Limited,"4,788.00"
2096,MAKS,Maks Energy Solutions India Limited,"4,715.66"
2097,SRPL,Shree Ram Proteins Limited,"4,712.40"
2098,BMETRICS,Bombay Metrics Supply Chain Limited,"4,648.50"
2099,ITALIANE,Italian Edibles Limited,"4,647.41"
2100,LAXMICOT,Laxmi Cotspin Limited,"4,578.43"
2101,UWCSL,Ultra Wiring Connectivity System Limited,"4,547.92"
2102,TNTELE,Tamilnadu Telecommunication Limited,"4,544.30"
2103,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,"4,517.66"
2104,ASHOKAMET,Ashoka Metcast Limited,"4,511.78"
2105,ADL,Archidply Decor Limited,"4,511.45"
2106,KHANDSE,Khandwala Securities Limited,"4,476.99"
2107,VINEETLAB,Vineet Laboratories Limited,"4,462.00"
2108,TECHIN,Techindia Nirman Limited,"4,426.73"
2109,PATTECH,Pattech Fitwell Tube Components Limited,"4,402.20"
2110,CBAZAAR,Net Avenue Technologies Limited,"4,387.36"
2111,BINANIIND,Binani Industries Limited,"4,375.58"
2112,21STCENMGM,21st Century Management Services Limited,"4,368.00"
2113,KRIDHANINF,Kridhan Infra Limited,"4,359.84"
2114,GODHA,Godha Cabcon & Insulation Limited,"4,330.56"
2115,JFLLIFE,Jfl Life Sciences Limited,"4,327.89"
2116,ISHAN,Ishan International Limited,"4,324.71"
2117,NEXTMEDIA,Next Mediaworks Limited,"4,314.59"
2118,SUULD,Suumaya Industries Limited,"4,267.70"
2119,ARISTO,Aristo Bio-Tech And Lifescience Limited,"4,251.47"
2120,TGBHOTELS,TGB Banquets And Hotels Limited,"4,246.53"
2121,DKEGL,D.K. Enterprises Global Limited,"4,204.48"
2122,MARINETRAN,Marinetrans India Limited,"4,199.58"
2123,DESTINY,Destiny Logistics & Infra Limited,"4,185.54"
2124,FLFL,Future Lifestyle Fashions Limited,"4,136.38"
2125,ARSSINFRA,ARSS Infrastructure Projects Limited,"4,047.36"
2126,ONELIFECAP,Onelife Capital Advisors Limited,"4,041.40"
2127,INSPIRE,Inspire Films Limited,"4,001.13"
2128,VSCL,Vadivarhe Speciality Chemicals Limited,"3,962.65"
2129,SGL,STL Global Limited,"3,927.18"
2130,EDUCOMP,Educomp Solutions Limited,"3,918.95"
2131,SAGARDEEP,Sagardeep Alloys Limited,"3,889.09"
2132,ROLLT,Rollatainers Limited,"3,877.02"
2133,KONTOR,Kontor Space Limited,"3,850.14"
2134,SHAIVAL,Shaival Reality Limited,"3,848.36"
2135,AGARWALFT,Agarwal Float Glass India Limited,"3,831.81"
2136,TECILCHEM,TECIL Chemicals and Hydro Power Limited,"3,811.70"
2137,CMRSL,Cyber Media Research & Services Limited,"3,796.15"
2138,NIDAN,Nidan Laboratories and Healthcare Limited,"3,759.95"
2139,UNIINFO,Uniinfo Telecom Services Limited,"3,731.90"
2140,COUNCODOS,Country Condo's Limited,"3,724.67"
2141,AMEYA,Ameya Precision Engineers Limited,"3,705.00"
2142,SUPERSPIN,Super Spinning Mills Limited,"3,685.00"
2143,CYBERMEDIA,Cyber Media (India) Limited,"3,642.63"
2144,TIJARIA,Tijaria Polypipes Limited,"3,621.26"
2145,WILLAMAGOR,Williamson Magor & Company Limited,"3,621.08"
2146,GSTL,Globesecure Technologies Limited,"3,606.91"
2147,COMPINFO,Compuage Infocom Limited,"3,602.26"
2148,MINDPOOL,Mindpool Technologies Limited,"3,601.88"
2149,POLYSIL,Polysil Irrigation Systems Limited,"3,459.03"
2150,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,"3,454.56"
2151,JIWANRAM,Jiwanram Sheoduttrai Industries Limited,"3,440.00"
2152,MADHAV,Madhav Marbles and Granites Limited,"3,435.65"
2153,NKIND,NK Industries Limited,"3,377.56"
2154,SANGINITA,Sanginita Chemicals Limited,"3,367.20"
2155,MEGAFLEX,Mega Flex Plastics Limited,"3,261.12"
2156,ADROITINFO,Adroit Infotech Limited,"3,228.44"
2157,FMNL,Future Market Networks Limited,"3,222.49"
2158,HEADSUP,Heads UP Ventures Limited,"3,168.85"
2159,KEEPLEARN,DSJ Keep Learning Limited,"3,153.17"
2160,ACEINTEG,Ace Integrated Solutions Limited,"3,141.60"
2161,VIVIDHA,Visagar Polytex Limited,"3,073.36"
2162,KCK,Kck Industries Limited,"3,069.00"
2163,SABAR,Sabar Flex India Limited,"2,983.77"
2164,AGUL,A G Universal Limited,"2,980.55"
2165,FSC,Future Supply Chain Solutions Limited,"2,918.26"
2166,GATECH,GACM Technologies Limited,"2,862.64"
2167,IMPEXFERRO,Impex Ferro Tech Limited,"2,857.78"
2168,QFIL,Quality Foils (India) Limited,"2,822.61"
2169,KHAITANLTD,Khaitan (India) Limited,"2,769.25"
2170,NARMADA,Narmada Agrobase Limited,"2,757.16"
2171,FEL,Future Enterprises Limited,"2,729.58"
2172,GRETEX,Gretex Industries Limited,"2,727.01"
2173,VIJIFIN,Viji Finance Limited,"2,722.50"
2174,BOHRAIND,Bohra Industries Limited,"2,695.01"
2175,MOXSH,Moxsh Overseas Educon Limited,"2,688.96"
2176,MOHITIND,Mohit Industries Limited,"2,682.86"
2177,VILINBIO,Vilin Bio Med Limited,"2,650.50"
2178,HRHNEXT,HRH Next Services Limited,"2,623.55"
2179,SUNREST,Sunrest Lifescience Limited,"2,619.78"
2180,SPRL,Sp Refractories Limited,"2,602.83"
2181,SUMEETINDS,Sumeet Industries Limited,"2,591.06"
2182,HYBRIDFIN,Hybrid Financial Services Limited,"2,575.67"
2183,VERA,Vera Synthetic Limited,"2,566.20"
2184,SAHAJ,Sahaj Fashions Limited,"2,548.04"
2185,GOENKA,Goenka Diamond and Jewels Limited,"2,536.00"
2186,QUADPRO,Quadpro Ites Limited,"2,502.23"
2187,ANTGRAPHIC,Antarctica Limited,"2,480.15"
2188,INDIFRA,Indifra Limited,"2,445.80"
2189,ORIENTALTL,Oriental Trimex Limited,"2,440.44"
2190,LCCINFOTEC,LCC Infotech Limited,"2,405.27"
