Sr. No.,Symbol,Company Name,"Market capitalization as on March 28, 2024
(In lakhs)"
1312,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,67674.51
1313,NECLIFE,Nectar Lifesciences Limited,67614.68
1314,BIRLACABLE,Birla Cable Limited,67605
1315,GOACARBON,Goa Carbon Limited,67530.19
1316,JGCHEM,J.G.Chemicals Limited,67497.99
1317,ANNAPURNA,Annapurna Swadisht Limited,67193.8
1318,3IINFOLTD,3i Infotech Limited,66707.5
1319,WEALTH,Wealth First Portfolio Managers Limited,66652.35
1320,PARSVNATH,Parsvnath Developers Limited,66582.72
1321,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,66463.28
1322,KRITI,Kriti Industries (India) Limited,66245.5
1323,ELIN,Elin Electronics Limited,66170.91
1324,DPWIRES,D P Wires Limited,66002.51
1325,MEGASOFT,Megasoft Limited,65987.3
1326,OCCL,Oriental Carbon & Chemicals Limited,65714.83
1327,MUNJALSHOW,Munjal Showa Limited,65111.86
1328,ZEEMEDIA,Zee Media Corporation Limited,65044.58
1329,SOLEX,Solex Energy Limited,64800
1330,MMP,MMP Industries Limited,64675.05
1331,CHEMBOND,Chembond Chemicals Ltd,64551.78
1332,JAYAGROGN,Jayant Agro Organics Limited,64515
1333,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,64327.75
1334,MANAKSIA,Manaksia Limited,64223.37
1335,SREEL,Sreeleathers Limited,64000.45
1336,ONMOBILE,OnMobile Global Limited,63781.68
1337,SBC,SBC Exports Limited,63650.73
1338,SPMLINFRA,SPML Infra Limited,63450.9
1339,BHAGERIA,Bhageria Industries Limited,63262.24
1340,VALIANTLAB,Valiant Laboratories Limited,63024.23
1341,MENONBE,Menon Bearings Limited,62848.86
1342,KILITCH,Kilitch Drugs (India) Limited,62544.14
1343,PAVNAIND,Pavna Industries Limited,62524.05
1344,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,62412.55
1345,FCSSOFT,FCS Software Solutions Limited,62398.69
1346,MALLCOM,Mallcom (India) Limited,62346.96
1347,NRL,Nupur Recyclers Limited,62256.47
1348,PHANTOMFX,Phantom Digital Effects Limited,61805.73
1349,APEX,Apex Frozen Foods Limited,61718.75
1350,KAMATHOTEL,Kamat Hotels (I) Limited,61582.85
1351,HTMEDIA,HT Media Limited,61561.93
1352,RUBYMILLS,The Ruby Mills Limited,61512.88
1353,ALBERTDAVD,Albert David Limited,61491.82
1354,KODYTECH,Kody Technolab Limited,60585.97
1355,LGHL,Laxmi Goldorna House Limited,60403.28
1356,PRIMESECU,Prime Securities Limited,60402.57
1357,RBZJEWEL,RBZ Jewellers Limited,60300
1358,PLASTIBLEN,Plastiblends India Limited,60281.95
1359,IRISDOREME,Iris Clothings Limited,60280.7
1360,PDMJEPAPER,Pudumjee Paper Products Limited,59676.08
1361,INDSWFTLAB,Ind-Swift Laboratories Limited,59175.49
1362,MIRZAINT,Mirza International Limited,59150.41
1363,STEL,Stel Holdings Limited,59066.52
1364,SAKUMA,Sakuma Exports Limited,58874.42
1365,SIMPLEXINF,Simplex Infrastructures Limited,58599.96
1366,ARROWGREEN,Arrow Greentech Limited,58314.88
1367,VINYLINDIA,Vinyl Chemicals (India) Limited,57936.1
1368,OSWALAGRO,Oswal Agro Mills Limited,57519.6
1369,HINDCOMPOS,Hindustan Composites Limited,57480.95
1370,ARIHANTCAP,Arihant Capital Markets Limited,57157.93
1371,MBLINFRA,MBL Infrastructure Limited,57143.65
1372,DEEPENR,DEEP ENERGY RESOURCES LIMITED,57056
1373,ORICONENT,Oricon Enterprises Limited,57008.32
1374,SHREYAS,Shreyas Shipping & Logistics Limited,56946.86
1375,SKMEGGPROD,SKM Egg Products Export (India) Limited,56833.31
1376,ORIENTCER,ORIENT CERATECH LIMITED,56828.62
1377,DIGISPICE,DiGiSPICE Technologies Limited,56778.55
1378,ZODIAC,Zodiac Energy Limited,56653.36
1379,KRISHIVAL,Krishival Foods Limited,55960.8
1380,JETAIRWAYS,Jet Airways (India) Limited,55946.71
1381,RATNAVEER,Ratnaveer Precision Engineering Limited,55943.64
1382,JINDALPHOT,Jindal Photo Limited,55902.75
1383,RADIOCITY,Music Broadcast Limited,55828.23
1384,HCL-INSYS,HCL Infosystems Limited,55636.48
1385,RBL,Rane Brake Lining Limited,55129.44
1386,KHADIM,Khadim India Limited,55040.93
1387,AXITA,Axita Cotton Limited,54523.92
1388,ASMS,Bartronics India Limited,54519.24
1389,BIRLAMONEY,Aditya Birla Money Limited,54361.85
1390,VISHNUINFR,Vishnusurya Projects and Infra Limited,54116.67
1391,VLEGOV,VL E-Governance & IT Solutions Limited,53717.32
1392,BBTCL,B&B Triplewall Containers Limited,53595.87
1393,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,53526.82
1394,GEECEE,GeeCee Ventures Limited,53439.92
1395,RACE,Race Eco Chain Limited,53421.08
1396,RITCO,Ritco Logistics Limited,53407.98
1397,TCLCONS,Tantia Constructions Limited,53397.5
1398,BALAXI,BALAXI PHARMACEUTICALS LIMITED,53300.99
1399,PYRAMID,Pyramid Technoplast Limited,53282.78
1400,REMSONSIND,Remsons Industries Limited,52734.29
1401,UFO,UFO Moviez India Limited,51872.43
1402,ACCENTMIC,Accent Microcell Limited,51713.17
1403,PTL,PTL Enterprises Limited,51693.22
1404,INDOBORAX,Indo Borax & Chemicals Limited,51648.86
1405,MOLDTECH,Mold-Tek Technologies Limited,51600.76
1406,MAZDA,Mazda Limited,51584.4
1407,MINDTECK,Mindteck (India) Limited,51542.67
1408,COOLCAPS,Cool Caps Industries Limited,51442
1409,ALLETEC,All E Technologies Limited,50778.26
1410,20MICRONS,20 Microns Limited,50706.7
1411,VIKASECO,Vikas EcoTech Limited,50674.99
1412,ORIENTBELL,Orient Bell Limited,50647.71
1413,DONEAR,Donear Industries Limited,50622
1414,CAREERP,Career Point Limited,50467.21
1415,INTLCONV,International Conveyors Limited,50386.31
1416,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,50206.08
1417,PRITIKAUTO,Pritika Auto Industries Limited,50199.24
1418,DIAMINESQ,Diamines & Chemicals Limited,49590.15
1419,SILINV,SIL Investments Limited,49583.33
1420,BANSWRAS,Banswara Syntex Limited,49345.55
1421,SADBHAV,Sadbhav Engineering Limited,49069.25
1422,APCL,Anjani Portland Cement Limited,49041.17
1423,NAHARINDUS,Nahar Industrial Enterprises Limited,49038.33
1424,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,48818.59
1425,GEEKAYWIRE,Geekay Wires Limited,48732.45
1426,SGIL,Synergy Green Industries Limited,48691.98
1427,TIRUPATI,Shree Tirupati Balajee FIBC Limited,48624.19
1428,MEDICAMEQ,Medicamen Biotech Limited,48567.57
1429,MEGATHERM,Megatherm Induction Limited,48543.14
1430,TPLPLASTEH,TPL Plastech Limited,48439.86
1431,RSSOFTWARE,R. S. Software (India) Limited,48421.62
1432,RBMINFRA,Rbm Infracon Limited,48375.37
1433,WANBURY,Wanbury Limited,47890.29
1434,GENUSPAPER,Genus Paper & Boards Limited,47825.42
1435,KANORICHEM,Kanoria Chemicals & Industries Limited,47691.27
1436,VSTL,Vibhor Steel Tubes Limited,47519.88
1437,LIBERTSHOE,Liberty Shoes Limited,47141.16
1438,GLOBAL,Global Education Limited,46859.92
1439,BRNL,Bharat Road Network Limited,46844.1
1440,NOVAAGRI,Nova Agritech Limited,46768.77
1441,TVSELECT,TVS Electronics Limited,46737.7
1442,VINSYS,Vinsys IT Services India Limited,46668.47
1443,NDL,Nandan Denim Limited,46559.54
1444,KRITINUT,Kriti Nutrients Limited,46420.91
1445,NAHARCAP,Nahar Capital and Financial Services Limited,46395.26
1446,CLEDUCATE,CL Educate Limited,46295.87
1447,ZIMLAB,Zim Laboratories Limited,46265.16
1448,SHIVAMAUTO,Shivam Autotech Limited,45405.56
1449,SYSTANGO,Systango Technologies Limited,45326.59
1450,UNIDT,United Drilling Tools Limited,45296.27
1451,SARLAPOLY,Sarla Performance Fibers Limited,44799.36
1452,WTICAB,Wise Travel India Limited,44659.1
1453,KRITIKA,Kritika Wires Limited,44601.9
1454,TRF,TRF Limited,44578.87
1455,AUTOIND,Autoline Industries Limited,44534.9
1456,MUTHOOTCAP,Muthoot Capital Services Limited,44161.63
1457,PURVFLEXI,Purv Flexipack Limited,44053.28
1458,NBIFIN,N. B. I. Industrial Finance Company Limited,43968.23
1459,AYMSYNTEX,AYM Syntex Limited,43947.94
1460,MIRCELECTR,MIRC Electronics Limited,43881
1461,NAHARPOLY,Nahar Poly Films Limited,43877.27
1462,IITL,Industrial Investment Trust Limited,43829.72
1463,GOLDTECH,AION-TECH SOLUTIONS LIMITED,43694.44
1464,VENUSREM,Venus Remedies Limited,43556.33
1465,KRISHNADEF,Krishna Defence and Allied Industries Limited,43403.97
1466,WINDMACHIN,Windsor Machines Limited,43374.44
1467,APS,Australian Premium Solar (India) Limited,43358.91
1468,APOLSINHOT,Apollo Sindoori Hotels Limited,43343.47
1469,BPL,BPL Limited,42951.73
1470,CYBERTECH,Cybertech Systems And Software Limited,42941.27
1471,KOTARISUG,Kothari Sugars And Chemicals Limited,42646.17
1472,IL&FSENGG,IL&FS Engineering and Construction Company Limited,42548.79
1473,SHIVAUM,Shiv Aum Steels Limited,42433.25
1474,ESSARSHPNG,Essar Shipping Limited,42430.09
1475,CELLECOR,Cellecor Gadgets Limited,42103.3
1476,PROZONER,Prozone Realty Limited,42042.09
1477,AARTISURF,Aarti Surfactants Limited,41915.61
1478,LAL,Lorenzini Apparels Limited,41915.2
1479,CINELINE,Cineline India Limited,41753.65
1480,TECHLABS,Trident Techlabs Limited,41474.55
1481,FELIX,Felix Industries Limited,41435.19
1482,NIPPOBATRY,Indo-National Limited,41370
1483,PREMIERPOL,Premier Polyfilm Limited,41006.68
1484,VARDHACRLC,Vardhman Acrylics Limited,40985.51
1485,RPPINFRA,R.P.P. Infra Projects Limited,40843.28
1486,HIGREEN,Hi-Green Carbon Limited,40833.66
1487,SURANI,Surani Steel Tubes Limited,40660.82
1488,NILAINFRA,Nila Infrastructures Limited,40570.59
1489,KAYA,Kaya Limited,40492.15
1490,SJLOGISTIC,S J Logistics (India) Limited,40444.14
1491,CRAYONS,Crayons Advertising Limited,40248.43
1492,NITCO,Nitco Limited,40205.09
1493,EUROBOND,Euro Panel Products Limited,40082
1494,MEDICO,Medico Remedies Limited,39915.3
1495,ALANKIT,Alankit Limited,39859.06
1496,EMAMIREAL,Emami Realty Limited,39755.01
1497,SAAKSHI,Saakshi Medtech and Panels Limited,39602.41
1498,SEJALLTD,Sejal Glass Limited,39253.65
1499,SHEMAROO,Shemaroo Entertainment Limited,38906.45
1500,BEWLTD,BEW Engineering Limited,38780.97
1501,IFBAGRO,IFB Agro Industries Limited,38718.95
1502,DICIND,DIC India Limited,38583.83
1503,PRECOT,Precot Limited,38520
1504,ASAHISONG,Asahi Songwon Colors Limited,38255.56
1505,ORBTEXP,Orbit Exports Limited,38170.56
1506,MODISONLTD,MODISON LIMITED,37771.8
1507,AURUM,Aurum PropTech Limited,37759.51
1508,KDL,Kore Digital Limited,37757.28
1509,EXXARO,Exxaro Tiles Limited,37582.5
1510,KARNIKA,Karnika Industries Limited,37409.29
1511,SAHYADRI,Sahyadri Industries Limited,37277.62
1512,SKP,SKP Bearing Industries Limited,37267
1513,KCPSUGIND,KCP Sugar and Industries Corporation Limited,37133.6
1514,MKPL,M K Proteins Limited,36974.14
1515,MANAKSTEEL,Manaksia Steels Limited,36830.14
1516,UNIVPHOTO,Universus Photo Imagings Limited,36665.65
1517,SCPL,Sheetal Cool Products Limited,36645
1518,SIGMA,Sigma Solve Limited,36593.03
1519,IZMO,IZMO Limited,36359.5
1520,SINTERCOM,Sintercom India Limited,36322.96
1521,FOCE,Foce India Limited,36207.65
1522,PODDARMENT,Poddar Pigments Limited,35856.5
1523,PLAZACABLE,Plaza Wires Limited,35657.94
1524,DCMNVL,DCM Nouvelle Limited,35506.4
1525,SHYAMCENT,Shyam Century Ferrous Limited,35432.89
1526,SAKHTISUG,Sakthi Sugars Limited,35417.01
1527,ESFL,Essen Speciality Films Limited,35395.63
1528,ATMASTCO,Atmastco Limited,35185.1
1529,KORE,Jay Jalaram Technologies Limited,35159.67
1530,LYKALABS,Lyka Labs Limited,35108.49
1531,STARPAPER,Star Paper Mills Limited,35040.75
1532,SRGHFL,SRG Housing Finance Limited,34794.5
1533,HINDMOTORS,Hindustan Motors Limited,34637.44
1534,PONNIERODE,Ponni Sugars (Erode) Limited,34569.94
1535,ASHIMASYN,Ashima Limited,34498.81
1536,KOTHARIPRO,Kothari Products Limited,34335.37
1537,GOKUL,Gokul Refoils and Solvent Limited,34202.77
1538,HITECHCORP,Hitech Corporation Limited,34076.59
1539,DIGIKORE,Digikore Studios Limited,34016.64
1540,KNAGRI,KN Agri Resources Limited,33998.52
1541,URAVI,Uravi T and Wedge Lamps Limited,33968
1542,LAWSIKHO,Addictive Learning Technology Limited,33704.77
1543,GOLDSTAR,Goldstar Power Limited,33698.7
1544,TCL,Thaai Casting Limited,33607.31
1545,RUCHIRA,Ruchira Papers Limited,33411.46
1546,MAHEPC,Mahindra EPC Irrigation Limited,33327.89
1547,PROV,Proventus Agrocom Limited,33286.56
1548,OSIAHYPER,Osia Hyper Retail Limited,33192.82
1549,MAWANASUG,Mawana Sugars Limited,33171.1
1550,RHL,Robust Hotels Limited,33156.83
1551,NATHBIOGEN,Nath Bio-Genes (India) Limited,33076.46
1552,EIFFL,Euro India Fresh Foods Limited,32711.2
1553,SARTELE,Sar Televenture Limited,32145
1554,VIPULLTD,Vipul Limited,32095.85
1555,ESSENTIA,Integra Essentia Limited,31992.31
1556,MWL,Mangalam Worldwide Limited,31973.38
1557,UCAL,UCAL LIMITED,31954.19
1558,PASUPTAC,Pasupati Acrylon Limited,31909.66
1559,DRONE,Drone Destination Limited,31869.45
1560,INFINIUM,Infinium Pharmachem Limited,31867.91
1561,COASTCORP,Coastal Corporation Limited,31864.14
1562,MOS,Mos Utility Limited,31767.94
1563,BIL,Bhartiya International Limited,31756.68
1564,INDTERRAIN,Indian Terrain Fashions Limited,31557.83
1565,ARIES,Aries Agro Limited,31496.51
1566,SHREERAMA,Shree Rama Multi-Tech Limited,31431.72
1567,DYNPRO,Dynemic Products Limited,31333.95
1568,SHERA,Shera Energy Limited,31231.43
1569,MHLXMIRU,Mahalaxmi Rubtech Limited,30920.93
1570,NDLVENTURE,NDL Ventures Limited,30910.55
1571,GULFPETRO,GP Petroleums Limited,30769.08
1572,TAKE,Take Solutions Limited,30696.31
1573,EQUIPPP,Equippp Social Impact Technologies Limited,30567.73
1574,SMLT,Sarthak Metals Limited,30521.3
1575,HARRMALAYA,Harrisons  Malayalam Limited,30432.96
1576,UMAEXPORTS,Uma Exports Limited,30411.94
1577,LANCORHOL,Lancor Holdings Limited,30375
1578,PROPEQUITY,P. E. Analytics Limited,30136.05
1579,SOFTTECH,Softtech Engineers Limited,30077.05
1580,MANOMAY,Manomay Tex India Limited,30024.07
1581,REPL,Rudrabhishek Enterprises Limited,29855.11
1582,RANASUG,Rana Sugars Limited,29792.16
1583,NEWJAISA,Newjaisa Technologies Limited,29753.62
1584,SHREYANIND,Shreyans Industries Limited,29398.86
1585,IVC,IL&FS Investment Managers Limited,29362.06
1586,RAJTV,Raj Television Network Limited,29279.13
1587,VIPCLOTHNG,VIP Clothing Limited,29239.17
1588,ABINFRA,A B Infrabuild Limited,29183.52
1589,TIPSFILMS,Tips Films Limited,29153.54
1590,SOUTHWEST,South West Pinnacle Exploration Limited,29060.35
1591,ABAN,Aban Offshore Limited,29036.75
1592,AIRAN,Airan Limited,29004.64
1593,SUPREMEPWR,Supreme Power Equipment Limited,29002.21
1594,VIRINCHI,Virinchi Limited,28846.52
1595,GOYALSALT,Goyal Salt Limited,28729.9
1596,TRIGYN,Trigyn Technologies Limited,28723.09
1597,EMKAY,Emkay Global Financial Services Limited,28517.85
1598,INDOTHAI,Indo Thai Securities Limited,28495
1599,RAJMET,Rajnandini Metal Limited,28477.44
1600,RAMAPHO,Rama Phosphates Limited,28415.3
1601,MGEL,Mangalam Global Enterprise Limited,28331.48
1602,LORDSCHLO,Lords Chloro Alkali Limited,28247.79
1603,SWARAJ,Swaraj Suiting Limited,28076.21
1604,RPPL,Rajshree Polypack Limited,28044.33
1605,ALMONDZ,Almondz Global Securities Limited,27922.58
1606,TEMBO,Tembo Global Industries Limited,27903.71
1607,ZODIACLOTH,Zodiac Clothing Company Limited,27774.29
1608,ASCOM,Ascom Leasing & Investments Limited,27645.46
1609,PILITA,PIL ITALICA LIFESTYLE LIMITED,27377.5
1610,AARON,Aaron Industries Limited,27308.97
1611,JAYSREETEA,Jayshree Tea & Industries Limited,27043.77
1612,KRISHCA,Krishca Strapping Solutions Limited,26867.82
1613,INTENTECH,Intense Technologies Limited,26858.5
1614,RUCHINFRA,Ruchi Infrastructure Limited,26790.99
1615,MURUDCERA,Murudeshwar Ceramics Limited,26770.6
1616,DRCSYSTEMS,DRC Systems India Limited,26758.12
1617,SUNDRMBRAK,Sundaram Brake Linings Limited,26735.44
1618,VISHWARAJ,Vishwaraj Sugar Industries Limited,26664.76
1619,USK,Udayshivakumar Infra Limited,26654.46
1620,HINDCON,Hindcon Chemicals Limited,26644.72
1621,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,26617.77
1622,PAR,Par Drugs And Chemicals Limited,26510.34
1623,MEGASTAR,Megastar Foods Limited,26444.78
1624,ZEAL,Zeal Global Services Limited,26273.45
1625,BHAGYANGR,Bhagyanagar India Limited,26155.91
1626,KONSTELEC,Konstelec Engineers Limited,26107.9
1627,WELINV,Welspun Investments and Commercials Limited,26050.93
1628,MARALOVER,Maral Overseas Limited,26025.52
1629,MAGNUM,Magnum Ventures Limited,25998.31
1630,GINNIFILA,Ginni Filaments Limited,25951.97
1631,SADHAV,Sadhav Shipping Limited,25863.42
1632,TARACHAND,Tara Chand InfraLogistic Solutions Limited,25814.59
1633,KMSUGAR,K.M.Sugar Mills Limited,25806.05
1634,ASIANHOTNR,Asian Hotels (North) Limited,25678.26
1635,SVLL,Shree Vasu Logistics Limited,25569.18
1636,GUJAPOLLO,Gujarat Apollo Industries Limited,25558.8
1637,NURECA,Nureca Limited,25530.45
1638,STARTECK,Starteck Finance Limited,25519.1
1639,FROG,Frog Cellsat Limited,25422.43
1640,PRAXIS,Praxis Home Retail Limited,25419.29
1641,SHREEKARNI,Shree Karni Fabcom Limited,25363.73
1642,COMSYN,Commercial Syn Bags Limited,25189.86
1643,ABCOTS,A B Cotspin India Limited,25154.14
1644,BGRENERGY,BGR Energy Systems Limited,25112.22
1645,RKEC,RKEC Projects Limited,25058.18
1646,MCLEODRUSS,Mcleod Russel India Limited,24964.92
1647,CHAVDA,Chavda Infra Limited,24939.54
1648,LOYALTEX,Loyal Textile Mills Limited,24785.43
1649,KAPSTON,Kapston Services Limited,24584.13
1650,BROOKS,Brooks Laboratories Limited,24566.95
1651,THOMASCOTT,Thomas Scott (India) Limited,24544.79
1652,BASML,Bannari Amman Spinning Mills Limited,24510.23
1653,RVHL,Ravinder Heights Limited,24500.3
1654,PPAP,PPAP Automotive Limited,24451
1655,DELPHIFX,DELPHI WORLD MONEY LIMITED,24342.26
1656,ELGIRUBCO,Elgi Rubber Company Limited,24324.3
1657,SADBHIN,Sadbhav Infrastructure Project Limited,24303.54
1658,DCI,Dc Infotech And Communication Limited,23998
1659,ANMOL,Anmol India Limited,23790.11
1660,A2ZINFRA,A2Z Infra Engineering Limited,23776.18
1661,AHLEAST,Asian Hotels (East) Limited,23534
1662,VETO,Veto Switchgears And Cables Limited,23482.72
1663,MANORG,Mangalam Organics Limited,23333.82
1664,SAH,Sah Polymers Limited,23113.22
1665,ROXHITECH,Rox Hi Tech Limited,23087.55
1666,AIROLAM,Airo Lam limited,23028.07
1667,BAIDFIN,Baid Finserv Limited,22752.94
1668,SELMC,SEL Manufacturing Company Limited,22746.97
1669,DRSDILIP,DRS Dilip Roadlines Limited,22744.23
1670,TEXMOPIPES,Texmo Pipes and Products Limited,22553.14
1671,TTL,T T Limited,22497.71
1672,GIRRESORTS,GIR Natureview Resorts Limited,22472.06
1673,MANAKCOAT,Manaksia Coated Metals & Industries Limited,22429.25
1674,JMA,Jullundur Motor Agency (Delhi) Limited,22407.07
1675,CORDSCABLE,Cords Cable Industries Limited,22377.99
1676,DEVIT,Dev Information Technology Limited,22355.48
1677,IRIS,Iris Business Services Limited,22187.89
1678,CROWN,Crown Lifters Limited,22157.69
1679,RANEENGINE,Rane Engine Valve Limited,21974.66
1680,OMAXAUTO,Omax Autos Limited,21926.86
1681,TREJHARA,TREJHARA SOLUTIONS LIMITED,21890.58
1682,NILASPACES,Nila Spaces Limited,21860.85
1683,BYKE,The Byke Hospitality Ltd,21773.11
1684,MODIRUBBER,Modi Rubber Limited,21760.22
1685,ANLON,Anlon Technology Solutions Limited,21747.4
1686,PRITI,Priti International Limited,21725.86
1687,PARAGON,Paragon Fine and Speciality Chemical Limited,21698.69
1688,NECCLTD,North Eastern Carrying Corporation Limited,21662.12
1689,CCHHL,Country Club Hospitality & Holidays Limited,21659.08
1690,SUPERHOUSE,Superhouse Limited,21647.59
1691,RAMANEWS,Shree Rama Newsprint Limited,21611.98
1692,HILTON,Hilton Metal Forging Limited,21420
1693,NDGL,Naga Dhunseri Group Limited,21385
1694,GSS,GSS Infotech Limited,21382.76
1695,LGBFORGE,LGB Forge Limited,21200.02
1696,INDOWIND,Indowind Energy Limited,21144.95
1697,MEP,MEP Infrastructure Developers Limited,21096.3
1698,BTML,Bodhi Tree Multimedia Limited,21037.02
1699,VMARCIND,V Marc India Limited,21019.8
1700,UNITEDPOLY,United Polyfab Gujarat Limited,21000.67
1701,RMDRIP,R M Drip and Sprinklers Systems Limited,20959.81
1702,ALPHAGEO,Alphageo (India) Limited,20895.53
1703,QMSMEDI,QMS Medical Allied Services Limited,20893.43
1704,USASEEDS,Upsurge Seeds Of Agriculture Limited,20826.41
1705,UNIHEALTH,Unihealth Consultancy Limited,20789.94
1706,ROCKINGDCE,Rockingdeals Circular Economy Limited,20680.82
1707,ESCONET,Esconet Technologies Limited,20591.76
1708,SMSLIFE,SMS Lifesciences India Limited,20441.96
1709,VARDMNPOLY,Vardhman Polytex Limited,20399.99
1710,AVONMORE,Avonmore Capital & Management Services Limited,20399.04
1711,LAGNAM,Lagnam Spintex Limited,20398.86
1712,AKSHARCHEM,AksharChem India Limited,20347.84
1713,MODTHREAD,Modern Threads (India) Limited,20326.08
1714,SSFL,Srivari Spices And Foods Limited,20283.28
1715,IEL,Indiabulls Enterprises Limited,20230.37
1716,BAHETI,Baheti Recycling Industries Limited,20063.11
1717,ZEELEARN,Zee Learn Limited,20054.7
1718,GENCON,Generic Engineering Construction and Projects Limited,20047.69
1719,SURANAT&P,Surana Telecom and Power Limited,19956.71
1720,DELAPLEX,Delaplex Limited,19827.92
1721,ASPINWALL,Aspinwall and Company Limited,19670.81
1722,DTIL,Dhunseri Tea & Industries Limited,19559.58
1723,DENEERS,De Neers Tools Limited,19450.46
1724,KCEIL,Kay Cee Energy & Infra Limited,19393.72
1725,AVPINFRA,AVP Infracon Limited,19358.88
1726,KANPRPLA,Kanpur Plastipack Limited,19321.96
1727,CMNL,Chaman Metallics Limited,19319.88
1728,RAJSREESUG,Rajshree Sugars & Chemicals Limited,19251.79
1729,KBCGLOBAL,KBC Global Limited,19197.78
1730,EFORCE,Electro Force (India) Limited,19188
1731,AURDIS,Aurangabad Distillery Limited,19171.6
1732,INDBANK,Indbank Merchant Banking Services Limited,19149.19
1733,TARMAT,Tarmat Limited,18969.69
1734,INM,Interiors & More Limited,18628.75
1735,MAXPOSURE,Maxposure Limited,18613.47
1736,INFOLLION,Infollion Research Services Limited,18553.24
1737,BAFNAPH,Bafna Pharmaceuticals Limited,18534.74
1738,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,18501.26
1739,EFACTOR,E Factor Experiences Limited,18493.48
1740,CLOUD,Varanium Cloud Limited,18488.32
1741,COMPUSOFT,Compucom Software Limited,18475.73
1742,DJML,DJ Mediaprint & Logistics Limited,18466.88
1743,DUCON,Ducon Infratechnologies Limited,18455.77
1744,ATLANTAA,ATLANTAA LIMITED,18419
1745,PRATHAM,Pratham EPC Projects Limited,18381.6
1746,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,18293.4
1747,MAHESHWARI,Maheshwari Logistics Limited,18217.08
1748,SHIVATEX,Shiva Texyarn Limited,18199.65
1749,SIGIND,Signet Industries Limited,18192.07
1750,DHRUV,Dhruv Consultancy Services Limited,18022.46
1751,SECL,Salasar Exteriors and Contour Limited,18015.96
1752,NITIRAJ,Nitiraj Engineers Limited,17780.36
1753,INVENTURE,Inventure Growth & Securities Limited,17640
1754,ATAM,Atam Valves Limited,17636.26
1755,SPECTSTM,Spectrum Talent Management Limited,17631.58
1756,AARVI,Aarvi Encon Limited,17622.53
1757,WEIZMANIND,Weizmann Limited,17579.72
1758,SALSTEEL,S.A.L. Steel Limited,17545.62
1759,ALPA,Alpa Laboratories Limited,17516.3
1760,GVPTECH,GVP Infotech Limited,17507.62
1761,SHREEOSFM,Shree OSFM E-Mobility Limited,17469.33
1762,SONAMAC,Sona Machinery Limited,17443.2
1763,GLOBALVECT,Global Vectra Helicorp Limited,17262
1764,MANAKALUCO,Manaksia Aluminium Company Limited,17235.46
1765,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,17209.06
1766,BLBLIMITED,BLB Limited,17181.21
1767,EROSMEDIA,Eros International Media Limited,17120.67
1768,SUPREMEINF,Supreme Infrastructure India Limited,17089.42
1769,SMARTLINK,Smartlink Holdings Limited,17042.29
1770,VITAL,Vital Chemtech Limited,17005.28
1771,VISESHINFO,Visesh Infotecnics Limited,16984.96
1772,CADSYS,Cadsys (India) Limited,16948.15
1773,XELPMOC,Xelpmoc Design And Tech Limited,16903.13
1774,SWASTIK,Swastik Pipe Limited,16819.58
1775,PRAENG,Prajay Engineers Syndicate Limited,16819.56
1776,MUKTAARTS,Mukta Arts Limited,16803.39
1777,PARIN,Parin Furniture Limited,16732.59
1778,VIVIANA,Viviana Power Tech Limited,16716
1779,UMANGDAIRY,Umang Dairies Limited,16601.41
1780,BSL,BSL Limited,16549.81
1781,MAHASTEEL,Mahamaya Steel Industries Limited,16541.22
1782,ARCHIDPLY,Archidply Industries Limited,16458.15
1783,CTE,Cambridge Technology Enterprises Limited,16382.08
1784,ARSHIYA,Arshiya Limited,16335.51
1785,AARTECH,Aartech Solonics Limited,16324.68
1786,SALONA,Salona Cotspin Limited,16308.18
1787,LOVABLE,Lovable Lingerie Limited,16280
1788,CANARYS,Canarys Automations Limited,16265.24
1789,BAWEJA,Baweja Studios Limited,16261.83
1790,URBAN,Urban Enviro Waste Management Limited,16194.2
1791,BAGFILMS,B.A.G Films and Media Limited,16116.44
1792,ISFT,Intrasoft Technologies Limited,16109.09
1793,KLL,Kaushalya Logistics Limited,16093.31
1794,GREENCHEF,Greenchef Appliances Limited,16057.57
1795,IVP,IVP Limited,15964.4
1796,WORTH,Worth Peripherals Limited,15892.76
1797,SONAMLTD,SONAM LIMITED,15882.7
1798,SUMIT,Sumit Woods Limited,15859.38
1799,TIRUPATIFL,Tirupati Forge Limited,15827
1800,EMMBI,Emmbi Industries Limited,15815.08
1801,ARVEE,Arvee Laboratories (India) Limited,15802.68
1802,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,15791.65
1803,UNIVASTU,Univastu India Limited,15791.11
1804,LLOYDS,Lloyds Luxuries Limited,15750
1805,SURANASOL,Surana Solar Limited,15721.51
